rel	e1_loc	e1_type	e2_loc	e2_type	sent
Regulates_Development_Phase	11	Genotype	50,51,52	Development_Phase	The MADS domain family consists of at least 36 members in Arabidopsis ( Liljegren et al . 1998 ) , including the well-known floral organ identity regulators AGAMOUS ( AG ) , APETALA3 ( AP3 ) , and PISTILLATA ; meristem identity regulators APETALA1 ( AP1 ) and CAULIFLOWER ; silique tissue identity regulators FRUITFULL/AGL8 , AGL1 , and AGL5 ; and a set of other AGL factors of unknown function expressed in flowers .
Regulates_Expression	9	Genotype	21	Gene	The only members of the MADS domain family in Arabidopsis that are known to be expressed in embryos are AGL15 and AGL2 ( Flanagan and Ma 1994 ) .
Regulates_Expression	9	Genotype	19	Gene	The only members of the MADS domain family in Arabidopsis that are known to be expressed in embryos are AGL15 and AGL2 ( Flanagan and Ma 1994 ) .
Regulates_Development_Phase	14,15,16	Gene	23	Development_Phase	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Regulates_Development_Phase	5	Gene	23	Development_Phase	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Is_Functionally_Equivalent_To	14,15,16	Gene	5	Gene	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Is_Functionally_Equivalent_To	29	Gene	28	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL / AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Is_Functionally_Equivalent_To	7	Gene	29	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/ AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Is_Functionally_Equivalent_To	7	Gene	19	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Regulates_Expression	57,58,59	Development_Phase	19	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Regulates_Expression	48,49	Development_Phase	19	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Regulates_Expression	27,28,29	Tissue	20,21	Promoter	In both leaves and floral organs , which are considered homologous organs ( reviewed in Poethig 1997 ) , the AGL15 promoter is initially active throughout the young organ primordia but is gradually restricted to the base of the maturing organs .
Regulates_Expression	36,37,38,39,40	Tissue	20,21	Promoter	In both leaves and floral organs , which are considered homologous organs ( reviewed in Poethig 1997 ) , the AGL15 promoter is initially active throughout the young organ primordia but is gradually restricted to the base of the maturing organs .
Regulates_Expression	30,31,32	Development_Phase	14,15,16	Gene	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Regulates_Expression	48,49	Development_Phase	29	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/ AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Regulates_Expression	14,15,16,17,18,19,20,21	Tissue	8,9	Promoter	With the onset of the reproductive phase , AGL15 promoter activity ceases in the meristematic cells at the apex of the inflorescence .
Regulates_Expression	30,31,32	Development_Phase	5	Gene	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Regulates_Expression	12,13,14	Tissue	5,6	Promoter	During the reproductive phase , AGL15 promoter activity is also associated with young immature cells .
Regulates_Expression	57,58,59	Development_Phase	29	Gene	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/ AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Is_Localized_In	23	Protein	41,42	Tissue	Although small amounts of AGL15 protein might accumulate in these tissues throughout the vegetative phase , we conclude that the amounts of nuclear-localized AGL15 protein approach those seen in young embryos only during the earliest stages of vegetative growth in the shoot apex of Arabidopsis .
Is_Localized_In	16	Protein	24,25,26	Tissue	Given the patterns of AGL15 promoter activity and mRNA and protein accumulation , we conclude that AGL15 function is most likely associated with the shoot apical meristems and with young vegetative organs during the juvenile stage of the vegetative phase , when the protein concentrations are highest , and with floral organs up to the point at which they are fully mature .
Is_Localized_In	23	Protein	22	Tissue	Although small amounts of AGL15 protein might accumulate in these tissues throughout the vegetative phase , we conclude that the amounts of nuclear -localized AGL15 protein approach those seen in young embryos only during the earliest stages of vegetative growth in the shoot apex of Arabidopsis .
Is_Localized_In	16	Protein	50,51	Tissue	Given the patterns of AGL15 promoter activity and mRNA and protein accumulation , we conclude that AGL15 function is most likely associated with the shoot apical meristems and with young vegetative organs during the juvenile stage of the vegetative phase , when the protein concentrations are highest , and with floral organs up to the point at which they are fully mature .
Is_Localized_In	16	Protein	29,30,31	Tissue	Given the patterns of AGL15 promoter activity and mRNA and protein accumulation , we conclude that AGL15 function is most likely associated with the shoot apical meristems and with young vegetative organs during the juvenile stage of the vegetative phase , when the protein concentrations are highest , and with floral organs up to the point at which they are fully mature .
Exists_At_Stage	4	Protein	13,14	Development_Phase	Although small amounts of AGL15 protein might accumulate in these tissues throughout the vegetative phase , we conclude that the amounts of nuclear-localized AGL15 protein approach those seen in young embryos only during the earliest stages of vegetative growth in the shoot apex of Arabidopsis .
Is_Member_Of_Family	14,15,16	Gene	11,12	Gene_Family	In terms of regulation , AGL15 is most similar to the MADS box gene FLOWERING LOCUS C , which encodes a repressor of flowering and is also downregulated in the transition to flowering ( Michaels and Amasino 1999 ) .
Is_Member_Of_Family	29	Gene	13,14,15,16	Gene_Family	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/ AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Is_Member_Of_Family	19	Gene	13,14,15,16	Gene_Family	This pattern of gene regulation further distinguishes AGL15 from the large group of floral MADS box genes , including AP1 ( Mandel et al . 1992b ) and FRUITFULL/AGL8 ( Mandel and Yanofsky 1995a ; Gu et al . 1998 ) , which are preferentially expressed during the reproductive phase and are induced or upregulated during the transition to flowering ( Hempel et al . 1997 ) .
Exists_In_Genotype	23	Protein	44	Genotype	Although small amounts of AGL15 protein might accumulate in these tissues throughout the vegetative phase , we conclude that the amounts of nuclear-localized AGL15 protein approach those seen in young embryos only during the earliest stages of vegetative growth in the shoot apex of Arabidopsis .
Regulates_Expression	5,6	Development_Phase	8,9	Promoter	With the onset of the reproductive phase , AGL15 promoter activity ceases in the meristematic cells at the apex of the inflorescence .
Regulates_Expression	2,3	Development_Phase	5,6	Promoter	During the reproductive phase , AGL15 promoter activity is also associated with young immature cells .
Has_Sequence_Identical_To	13	Gene_Family	10,11	Gene_Family	Genetic and physiological studies have shown that the Arabidopsis thaliana abscisic acid-insensitive ( ABI ) loci interact to regulate seed-specific and/or ABA-inducible gene expression .
Interacts_With	5	Protein	7	Protein	By this criterion , only ABI3 and ABI5 physically interact with each other , and ABI5 can form homodimers .
Interacts_With	7	Protein	5	Protein	By this criterion , only ABI3 and ABI5 physically interact with each other , and ABI5 can form homodimers .
Interacts_With	7	Protein	1,2	Protein_Domain	The ABI5 domains required for interaction with ABI3 include two conserved charged domains in the amino-terminal half of the protein .
Is_Protein_Domain_Of	1,2	Protein_Domain	4	Protein	The B1 domain of ABI3 is essential for this interaction ; this is the first specific function ascribed to this domain of the ABI3/VP1 family .
Is_Protein_Domain_Of	1,2	Protein_Domain	23,24	Protein_Family	The B1 domain of ABI3 is essential for this interaction ; this is the first specific function ascribed to this domain of the ABI3/VP1 family .
Is_Member_Of_Family	4	Protein	23,24	Protein_Family	The B1 domain of ABI3 is essential for this interaction ; this is the first specific function ascribed to this domain of the ABI3/VP1 family .
Regulates_Process	13	Gene_Family	19,22,23	Regulatory_Network	Genetic and physiological studies have shown that the Arabidopsis thaliana abscisic acid-insensitive ( ABI ) loci interact to regulate seed-specific and/or ABA-inducible gene expression .
Regulates_Process	13	Gene_Family	21,22,23	Regulatory_Network	Genetic and physiological studies have shown that the Arabidopsis thaliana abscisic acid-insensitive ( ABI ) loci interact to regulate seed-specific and/or ABA-inducible gene expression .
Binds_To	19	Protein	14,15	Promoter	Yeast one-hybrid assays with a lacZ reporter gene under control of the late embryogenesis-abundant AtEm6 promoter show that only ABI5 binds directly to this promoter fragment .
Regulates_Expression	12,13	Development_Phase	14,15	Promoter	Yeast one-hybrid assays with a lacZ reporter gene under control of the late embryogenesis -abundant AtEm6 promoter show that only ABI5 binds directly to this promoter fragment .
